delivery_id,distance_km,traffic_index,rainfall,rider_count,delayed
3950,8,9,1,7,1
3951,15,8,0,38,1
3952,7,2,0,25,0
3953,5,6,1,43,1
3954,15,6,1,7,1
3955,1,9,1,49,1
3956,2,4,0,8,0
3957,24,3,0,44,0
3958,12,9,1,39,1
3959,8,6,1,33,1
3960,1,1,1,12,1
3961,13,9,1,10,1
3962,18,3,0,46,0
3963,22,4,1,41,1
3964,5,6,1,24,1
3965,12,2,1,24,1
3966,20,5,1,9,1
3967,10,3,0,36,0
3968,18,2,0,33,0
3969,8,3,0,39,0
3970,14,6,0,28,0
3971,15,7,0,5,0
3972,6,6,0,44,0
3973,17,4,0,19,0
3974,10,5,1,24,1
3975,12,7,0,36,0
3976,19,1,1,5,1
3977,5,3,0,36,0
3978,5,5,1,27,1
3979,18,5,0,22,0
3980,21,1,0,30,0
3981,2,1,0,23,0
3982,23,5,0,21,0
3983,14,9,0,17,1
3984,7,8,0,29,1
3985,16,3,0,49,0
3986,7,7,1,5,1
3987,10,9,0,47,1
3988,3,1,1,47,1
3989,19,4,1,49,1
3990,12,9,1,36,1
3991,8,1,1,21,1
3992,1,6,0,20,0
3993,4,7,1,37,1
3994,7,9,0,39,1
3995,9,2,0,7,0
3996,15,5,0,31,0
3997,18,2,1,15,1
3998,5,9,1,8,1
3999,2,1,0,23,0
4000,18,7,0,38,0
4001,1,8,0,20,1
4002,2,6,1,32,1
4003,17,7,0,47,0
4004,11,1,1,48,1
4005,17,4,1,26,1
4006,19,3,1,12,1
4007,5,6,0,27,0
4008,18,1,1,16,1
4009,13,1,1,45,1
4010,22,5,1,38,1
4011,2,8,1,10,1
4012,11,7,0,25,0
4013,3,8,0,29,1
4014,22,2,0,9,0
4015,19,9,1,5,1
4016,12,7,1,11,1
4017,18,2,0,10,0
4018,8,5,0,8,0
4019,3,2,0,8,0
4020,5,6,0,41,0
4021,14,4,1,27,1
4022,9,8,0,38,1
4023,5,4,1,48,1
4024,3,3,0,48,0
4025,15,3,1,30,1
4026,19,1,1,39,1
4027,17,4,1,37,1
4028,7,5,0,20,0
4029,7,5,0,49,0
4030,8,9,0,22,1
4031,4,4,1,40,1
4032,18,4,0,35,0
4033,17,5,0,26,0
4034,12,1,1,9,1
4035,12,4,1,27,1
4036,6,6,1,29,1
4037,8,2,1,28,1
4038,19,9,1,19,1
4039,15,4,1,13,1
4040,15,3,0,19,0
4041,9,2,0,14,0
4042,12,4,0,42,0
4043,5,2,0,49,0
4044,18,7,1,42,1
4045,1,3,0,26,0
4046,24,2,1,49,1
4047,21,9,0,37,1
4048,10,1,0,26,0
4049,15,7,0,14,0
4050,7,1,1,27,1
4051,6,2,1,5,1
4052,3,6,1,45,1
4053,8,8,1,43,1
4054,8,5,0,26,0
4055,2,9,1,16,1
4056,20,3,1,46,1
4057,22,3,0,26,0
4058,12,3,0,18,0
4059,18,9,0,12,1
4060,3,9,1,29,1
4061,5,3,0,43,0
4062,7,5,0,22,0
4063,12,1,1,17,1
4064,10,9,1,13,1
4065,4,8,0,43,1
4066,14,2,1,34,1
4067,3,3,0,7,0
4068,23,3,1,27,1
4069,19,5,0,23,0
4070,19,3,0,5,0
4071,16,5,1,15,1
4072,6,8,0,38,1
4073,16,4,1,27,1
4074,20,2,0,28,0
4075,15,8,1,28,1
4076,5,1,0,14,0
4077,21,9,1,43,1
4078,9,1,0,13,0
4079,11,5,0,22,0
4080,4,4,0,33,0
4081,24,9,1,29,1
4082,21,4,0,21,0
4083,16,8,0,31,1
4084,6,3,1,6,1
4085,8,6,1,42,1
4086,13,7,0,22,0
4087,22,3,0,8,0
4088,6,1,0,10,0
4089,8,1,1,38,1
4090,12,1,0,28,0
4091,6,4,1,28,1
4092,16,7,1,45,1
4093,24,7,1,20,1
4094,11,6,0,15,0
4095,21,5,1,39,1
4096,18,7,0,33,0
4097,3,5,1,30,1
4098,18,6,1,14,1
4099,16,4,0,41,0
4100,19,4,1,27,1
4101,6,6,1,16,1
4102,15,5,0,10,0
4103,24,5,0,45,0
4104,21,1,0,29,0
4105,23,9,0,49,1
4106,19,4,1,14,1
4107,23,9,0,34,1
4108,4,1,0,36,0
4109,6,7,1,21,1
4110,9,5,0,46,0
4111,17,9,0,43,1
4112,14,9,1,43,1
4113,12,9,0,14,1
4114,10,1,1,36,1
4115,17,5,1,17,1
4116,11,8,1,49,1
4117,6,5,1,20,1
4118,14,7,0,42,0
4119,21,6,1,10,1
4120,2,3,1,13,1
4121,18,2,0,28,0
4122,1,3,0,22,0
4123,11,9,0,38,1
4124,18,7,1,12,1
4125,17,6,1,5,1
4126,11,3,1,33,1
4127,22,9,0,22,1
4128,12,2,0,43,0
4129,16,4,0,13,0
4130,5,6,0,20,0
4131,17,2,0,35,0
4132,23,1,1,6,1
4133,18,2,1,22,1
4134,19,6,1,44,1
4135,15,9,0,23,1
4136,5,5,0,7,0
4137,21,8,0,20,1
4138,19,5,1,36,1
4139,14,2,1,40,1
4140,12,7,1,32,1
4141,4,4,1,48,1
4142,8,5,0,28,0
4143,1,6,1,12,1
4144,6,2,0,11,0
4145,4,1,0,30,0
4146,13,7,1,35,1
4147,24,1,0,41,0
4148,4,3,1,30,1
4149,20,5,1,16,1
4150,19,9,0,19,1
4151,6,7,1,14,1
4152,7,8,0,20,1
4153,21,2,1,7,1
4154,9,8,1,13,1
4155,9,4,1,10,1
4156,22,7,0,34,0
4157,18,9,0,32,1
4158,22,9,0,32,1
4159,3,9,1,10,1
4160,6,8,0,22,1
4161,19,3,0,6,0
4162,8,8,1,48,1
4163,8,5,0,31,0
4164,13,9,1,37,1
4165,12,8,0,32,1
4166,1,4,1,43,1
4167,14,8,1,14,1
4168,2,2,0,35,0
4169,24,5,0,38,0
4170,10,7,1,16,1
4171,16,3,1,32,1
4172,16,4,0,41,0
4173,14,4,0,12,0
4174,4,4,0,21,0
4175,19,5,0,37,0
4176,15,4,1,43,1
4177,5,9,0,35,1
4178,12,8,0,28,1
4179,1,3,0,15,0
4180,15,8,1,14,1
4181,5,7,0,10,0
4182,5,7,0,13,0
4183,3,3,0,45,0
4184,1,5,1,7,1
4185,16,2,1,10,1
4186,21,2,1,28,1
4187,19,8,1,35,1
4188,23,8,1,47,1
4189,24,7,0,25,0
4190,11,2,1,15,1
4191,21,1,1,47,1
4192,11,5,1,28,1
4193,11,6,1,9,1
4194,10,1,1,40,1
4195,13,7,1,31,1
4196,18,5,1,9,1
4197,7,8,1,43,1
4198,19,4,0,38,0
4199,10,1,0,27,0
4200,15,1,1,18,1
4201,8,9,0,26,1
4202,16,9,1,22,1
4203,22,7,1,36,1
4204,17,9,1,13,1
4205,16,6,0,9,0
4206,17,6,0,36,0
4207,15,7,0,33,0
4208,13,7,1,37,1
4209,20,9,0,34,1
4210,7,2,1,38,1
4211,22,2,1,11,1
4212,24,4,1,30,1
4213,14,4,1,13,1
4214,6,6,0,38,0
4215,5,5,1,40,1
4216,23,5,0,12,0
4217,1,2,0,45,0
4218,2,3,1,14,1
4219,23,7,1,44,1
4220,5,5,1,43,1
4221,4,2,1,23,1
4222,17,2,1,10,1
4223,7,6,1,45,1
4224,11,2,0,5,0
4225,4,1,1,46,1
4226,24,8,1,45,1
4227,8,7,1,30,1
4228,7,8,1,24,1
4229,20,2,0,15,0
4230,6,1,1,29,1
4231,2,4,0,22,0
4232,9,3,1,18,1
4233,22,3,0,31,0
4234,19,5,1,39,1
4235,15,5,0,12,0
4236,12,5,0,49,0
4237,18,9,0,25,1
4238,3,2,0,31,0
4239,5,3,0,14,0
4240,2,8,1,23,1
4241,18,2,1,27,1
4242,19,6,0,9,0
4243,19,9,1,8,1
4244,3,4,0,16,0
4245,11,5,0,13,0
4246,22,4,0,29,0
4247,19,6,1,8,1
4248,13,1,0,16,0
4249,8,9,1,49,1
4250,13,5,0,16,0
4251,14,4,0,7,0
4252,12,1,1,47,1
4253,20,8,0,21,1
4254,2,7,0,21,0
4255,20,2,0,22,0
4256,7,9,1,8,1
4257,16,2,1,42,1
4258,9,3,1,20,1
4259,14,2,0,27,0
4260,23,8,1,38,1
4261,2,1,1,35,1
4262,9,1,0,48,0
4263,15,8,1,32,1
4264,20,8,1,25,1
4265,24,5,1,14,1
4266,10,9,0,14,1
4267,10,2,1,5,1
4268,3,7,1,23,1
4269,1,9,0,8,1
4270,24,1,0,28,0
4271,19,3,0,22,0
4272,15,4,1,15,1
4273,19,2,0,8,0
4274,14,8,0,39,1
4275,24,6,1,10,1
4276,20,3,0,26,0
4277,18,6,1,36,1
4278,13,4,0,14,0
4279,19,3,1,16,1
4280,9,2,0,17,0
4281,15,8,0,5,1
4282,2,2,0,37,0
4283,5,2,1,23,1
4284,16,6,0,13,0
4285,17,7,1,21,1
4286,24,7,0,21,0
4287,24,7,0,7,0
4288,14,7,1,21,1
4289,11,3,0,45,0
4290,18,3,1,26,1
4291,12,4,1,32,1
4292,20,8,0,36,1
4293,3,8,0,21,1
4294,23,9,1,5,1
4295,22,8,1,33,1
4296,7,3,0,41,0
4297,22,4,1,29,1
4298,9,7,1,38,1
4299,19,3,0,22,0
4300,17,2,1,13,1
4301,6,5,0,21,0
4302,4,3,0,26,0
4303,15,6,1,5,1
4304,10,5,0,27,0
4305,7,9,1,31,1
4306,7,1,0,16,0
4307,3,1,0,21,0
4308,15,1,1,19,1
4309,9,8,1,49,1
4310,23,8,0,31,1
4311,11,5,0,19,0
4312,9,2,0,49,0
4313,4,2,1,32,1
4314,24,7,1,28,1
4315,18,1,1,31,1
4316,10,9,1,25,1
4317,1,5,1,13,1
4318,21,8,1,22,1
4319,24,8,0,29,1
4320,24,6,1,43,1
4321,6,6,0,21,0
4322,13,5,0,24,0
4323,4,8,1,20,1
4324,19,6,1,21,1
4325,17,9,0,7,1
4326,18,9,0,5,1
4327,24,3,0,33,0
4328,14,7,1,47,1
4329,4,4,1,18,1
4330,9,1,1,7,1
4331,16,4,1,18,1
4332,21,3,0,28,0
4333,4,4,1,35,1
4334,23,2,1,46,1
4335,24,6,0,16,0
4336,20,7,1,9,1
4337,23,3,0,14,0
4338,7,2,1,36,1
4339,12,6,0,29,0
4340,4,1,1,36,1
4341,6,6,0,16,0
4342,7,9,1,31,1
4343,1,1,0,49,0
4344,5,9,1,15,1
4345,21,8,0,43,1
4346,3,7,0,13,0
4347,20,1,0,25,0
4348,20,5,1,12,1
4349,13,1,1,41,1
4350,20,1,1,8,1
4351,2,2,0,44,0
4352,19,8,0,13,1
4353,9,9,0,38,1
4354,18,2,1,20,1
4355,22,4,0,42,0
4356,6,5,0,35,0
4357,6,9,0,8,1
4358,1,8,1,30,1
4359,9,9,1,47,1
4360,3,5,0,24,0
4361,17,8,0,30,1
4362,20,3,0,42,0
4363,5,4,0,25,0
4364,13,2,1,34,1
4365,9,1,0,27,0
4366,9,2,0,46,0
4367,17,2,0,23,0
4368,18,1,0,32,0
4369,12,4,0,44,0
4370,12,2,1,10,1
4371,15,6,0,33,0
4372,13,9,0,10,1
4373,6,5,0,12,0
4374,9,4,1,35,1
4375,2,6,1,10,1
4376,3,2,0,35,0
4377,16,1,0,20,0
4378,12,3,0,5,0
4379,13,9,0,35,1
4380,10,6,1,31,1
4381,1,1,0,22,0
4382,15,8,1,14,1
4383,7,6,1,10,1
4384,22,6,1,44,1
4385,20,9,1,12,1
4386,1,7,1,22,1
4387,1,6,0,38,0
4388,8,8,0,26,1
4389,12,2,0,41,0
4390,8,8,0,15,1
4391,17,2,0,28,0
4392,17,4,1,45,1
4393,19,5,0,13,0
4394,15,7,1,40,1
4395,17,2,1,41,1
4396,8,6,1,19,1
4397,16,2,0,43,0
4398,11,2,1,20,1
4399,17,5,0,15,0
4400,19,3,0,13,0
4401,18,5,0,43,0
4402,21,1,1,33,1
4403,15,6,0,46,0
4404,13,9,1,44,1
4405,2,3,1,49,1
4406,20,8,1,6,1
4407,16,4,1,47,1
4408,23,2,0,10,0
4409,8,9,0,11,1
4410,16,9,0,10,1
4411,14,4,1,45,1
4412,10,3,1,11,1
4413,8,3,0,33,0
4414,7,7,1,32,1
4415,10,5,0,41,0
4416,6,7,1,9,1
4417,9,4,0,26,0
4418,11,7,0,12,0
4419,18,6,1,14,1
4420,22,8,0,6,1
4421,1,8,0,46,1
4422,3,4,0,39,0
4423,23,5,1,28,1
4424,23,2,1,10,1
4425,22,5,1,34,1
4426,21,2,1,44,1
4427,19,5,1,15,1
4428,4,7,1,11,1
4429,1,6,0,25,0
4430,17,3,0,24,0
4431,7,2,1,49,1
4432,7,4,1,43,1
4433,5,3,1,36,1
4434,3,9,1,49,1
4435,6,4,1,32,1
4436,11,4,0,41,0
4437,13,5,0,23,0
4438,22,2,1,41,1
4439,20,6,0,5,0
4440,19,6,1,9,1
4441,15,3,0,21,0
4442,8,3,0,9,0
4443,11,9,0,26,1
4444,20,1,1,6,1
4445,22,3,1,16,1
4446,14,3,0,9,0
4447,2,8,1,25,1
4448,21,3,0,27,0
4449,7,5,1,27,1
4450,4,8,1,12,1
4451,17,9,0,44,1
4452,20,4,0,26,0
4453,24,9,0,25,1
4454,7,5,1,33,1
4455,7,4,0,27,0
4456,24,1,1,35,1
4457,22,7,1,47,1
4458,11,8,0,28,1
4459,17,6,0,39,0
4460,21,1,1,49,1
4461,16,9,1,40,1
4462,8,6,0,25,0
4463,22,3,1,26,1
4464,4,4,0,14,0
4465,17,3,1,45,1
4466,9,2,1,9,1
4467,24,6,0,12,0
4468,22,4,1,28,1
4469,7,9,1,36,1
4470,8,3,1,18,1
4471,22,5,0,27,0
4472,6,1,1,21,1
4473,7,8,0,22,1
4474,19,7,0,17,0
4475,17,4,1,5,1
4476,9,1,1,47,1
4477,17,3,1,46,1
4478,11,2,0,23,0
4479,7,4,1,30,1
4480,18,5,0,19,0
4481,19,1,1,40,1
4482,15,9,0,19,1
4483,10,2,1,33,1
4484,16,5,0,17,0
4485,24,7,0,39,0
4486,21,2,1,34,1
4487,2,1,1,46,1
4488,24,8,0,39,1
4489,1,6,1,34,1
4490,5,2,1,14,1
4491,23,6,0,43,0
4492,17,9,1,11,1
4493,1,3,0,31,0
4494,4,1,1,18,1
4495,9,1,1,17,1
4496,5,2,0,14,0
4497,7,7,0,44,0
4498,23,2,1,49,1
4499,17,3,1,37,1
4500,16,7,1,11,1
4501,16,2,0,40,0
4502,15,6,0,25,0
4503,2,2,1,6,1
4504,10,2,1,6,1
4505,24,4,0,38,0
4506,1,5,0,21,0
4507,3,7,0,22,0
4508,18,5,1,38,1
4509,5,4,1,9,1
4510,11,1,0,32,0
4511,12,7,1,18,1
4512,7,3,1,40,1
4513,14,2,0,39,0
4514,24,6,0,48,0
4515,13,2,1,21,1
4516,17,3,1,14,1
4517,9,7,1,15,1
4518,15,3,1,40,1
4519,22,8,0,9,1
4520,2,3,0,20,0
4521,7,5,1,39,1
4522,5,8,1,10,1
4523,22,4,1,38,1
4524,7,5,1,41,1
4525,17,6,0,16,0
4526,6,4,0,42,0
4527,1,6,0,37,0
4528,2,8,1,43,1
4529,9,7,0,48,0
4530,24,1,0,5,0
4531,18,8,1,29,1
4532,12,2,1,19,1
4533,20,2,1,43,1
4534,14,9,1,32,1
4535,15,6,0,24,0
4536,2,1,1,48,1
4537,20,8,0,22,1
4538,22,2,1,19,1
4539,24,6,0,48,0
4540,23,3,0,30,0
4541,19,1,0,48,0
4542,7,4,0,14,0
4543,19,9,1,40,1
4544,1,2,1,39,1
4545,18,3,1,40,1
4546,18,6,1,7,1
4547,10,8,0,49,1
4548,12,8,0,29,1
4549,7,8,1,42,1
4550,11,2,0,37,0
4551,11,4,0,14,0
4552,4,6,0,40,0
4553,3,2,1,21,1
4554,14,5,0,20,0
4555,7,7,1,9,1
4556,20,8,0,8,1
4557,16,2,0,31,0
4558,4,8,1,32,1
4559,11,8,0,48,1
4560,1,7,1,26,1
4561,15,7,0,46,0
4562,6,7,1,14,1
4563,23,9,1,10,1
4564,3,3,1,32,1
4565,24,4,1,26,1
4566,24,3,0,10,0
4567,22,2,1,20,1
4568,4,3,1,20,1
4569,11,6,0,26,0
4570,17,2,1,25,1
4571,17,1,0,8,0
4572,3,1,1,23,1
4573,2,1,1,20,1
4574,6,6,0,15,0
4575,11,9,0,11,1
4576,13,4,1,27,1
4577,20,1,0,20,0
4578,9,6,0,10,0
4579,6,1,0,30,0
4580,17,8,0,6,1
4581,23,1,0,28,0
4582,15,4,1,12,1
4583,24,1,1,14,1
4584,7,6,1,46,1
4585,3,8,0,12,1
4586,10,5,1,12,1
4587,13,9,1,27,1
4588,15,1,0,11,0
4589,20,4,1,6,1
4590,12,3,1,21,1
4591,12,7,0,23,0
4592,1,7,0,39,0
4593,2,3,1,21,1
4594,8,9,1,44,1
4595,22,4,0,34,0
4596,14,4,0,23,0
4597,10,3,1,15,1
4598,6,6,0,37,0
4599,13,8,1,6,1
4600,13,7,1,32,1
4601,13,7,1,48,1
4602,22,4,1,19,1
4603,7,9,1,43,1
4604,23,1,1,40,1
4605,12,8,1,8,1
4606,8,4,0,33,0
4607,23,4,1,46,1
4608,7,5,1,29,1
4609,16,1,0,31,0
4610,19,2,0,30,0
4611,10,2,0,23,0
4612,24,5,1,15,1
4613,11,1,1,5,1
4614,10,1,1,43,1
4615,24,7,0,14,0
4616,22,7,0,33,0
4617,22,3,1,39,1
4618,9,3,0,35,0
4619,9,9,0,15,1
4620,6,1,0,33,0
4621,24,8,0,49,1
4622,7,3,0,47,0
4623,6,5,0,13,0
4624,13,1,0,27,0
4625,21,1,0,21,0
4626,16,4,0,27,0
4627,23,3,1,6,1
4628,13,1,0,6,0
4629,18,7,1,17,1
4630,6,5,0,44,0
4631,5,8,0,8,1
4632,18,8,0,7,1
4633,7,4,0,46,0
4634,24,9,1,15,1
4635,10,9,0,27,1
4636,8,2,0,18,0
4637,14,6,1,34,1
4638,4,5,0,32,0
4639,20,8,0,18,1
4640,6,7,1,24,1
4641,7,6,0,6,0
4642,5,1,1,20,1
4643,21,1,0,15,0
4644,1,6,1,18,1
4645,13,2,1,35,1
4646,13,2,1,15,1
4647,19,1,0,47,0
4648,3,2,1,11,1
4649,4,7,0,21,0
4650,18,1,1,5,1
4651,22,6,0,20,0
4652,4,9,1,16,1
4653,24,8,1,38,1
4654,7,4,0,42,0
4655,8,8,0,22,1
4656,14,9,0,37,1
4657,3,5,1,13,1
4658,22,9,0,17,1
4659,2,1,1,49,1
4660,6,5,0,39,0
4661,1,3,1,26,1
4662,12,8,1,10,1
4663,2,5,1,12,1
4664,21,2,1,8,1
4665,10,7,0,29,0
4666,13,2,0,40,0
4667,22,2,1,44,1
4668,17,7,1,43,1
4669,17,2,1,45,1
4670,5,1,0,31,0
4671,12,7,0,40,0
4672,8,6,0,9,0
4673,10,2,0,8,0
4674,23,4,0,42,0
4675,8,3,0,24,0
4676,8,4,1,11,1
4677,1,5,0,38,0
4678,22,6,0,32,0
4679,15,1,0,41,0
4680,7,5,0,33,0
4681,20,6,0,42,0
4682,14,6,1,5,1
4683,6,5,1,16,1
4684,24,7,0,19,0
4685,7,1,1,16,1
4686,2,2,0,28,0
4687,22,8,0,48,1
4688,6,3,1,11,1
4689,13,9,1,36,1
4690,8,9,1,16,1
4691,8,1,0,15,0
4692,21,8,0,26,1
4693,24,5,0,28,0
4694,20,7,0,7,0
4695,14,4,0,35,0
4696,20,8,0,36,1
4697,16,8,0,9,1
4698,22,4,0,35,0
4699,13,5,1,29,1
4700,22,2,1,13,1
4701,4,6,0,28,0
4702,18,6,1,29,1
4703,20,8,1,49,1
4704,4,1,1,41,1
4705,18,7,1,47,1
4706,11,1,1,37,1
4707,23,8,1,48,1
4708,5,1,1,36,1
4709,7,2,0,31,0
4710,6,6,0,15,0
4711,17,2,0,48,0
4712,19,9,1,31,1
4713,14,1,1,44,1
4714,16,1,1,35,1
4715,15,8,1,20,1
4716,22,4,0,41,0
4717,3,4,0,26,0
4718,22,6,0,15,0
4719,11,2,0,6,0
4720,13,1,0,30,0
4721,19,8,0,42,1
4722,23,5,0,21,0
4723,1,2,0,32,0
4724,19,1,0,26,0
4725,9,1,0,41,0
4726,16,8,0,6,1
4727,5,3,0,33,0
4728,9,4,1,17,1
4729,13,1,0,27,0
4730,9,8,1,36,1
4731,9,1,0,31,0
4732,8,3,0,41,0
4733,16,4,0,32,0
4734,4,3,0,35,0
4735,12,1,0,38,0
4736,15,9,1,24,1
4737,24,1,1,43,1
4738,1,3,0,44,0
4739,15,2,0,37,0
4740,9,5,0,10,0
4741,12,8,0,25,1
4742,17,8,1,8,1
4743,13,7,1,6,1
4744,24,3,1,11,1
4745,15,3,1,23,1
4746,19,7,0,28,0
4747,9,2,0,17,0
4748,23,3,1,22,1
4749,16,1,1,34,1
4750,7,3,0,49,0
4751,18,8,0,20,1
4752,2,9,0,27,1
4753,7,4,1,29,1
4754,3,6,1,29,1
4755,5,5,1,15,1
4756,7,3,0,31,0
4757,3,3,0,8,0
4758,20,5,1,6,1
4759,9,9,1,11,1
4760,2,5,1,10,1
4761,16,2,0,18,0
4762,22,5,1,7,1
4763,24,2,1,46,1
4764,13,7,0,8,0
4765,17,4,0,25,0
4766,7,9,1,37,1
4767,4,5,0,28,0
4768,17,5,0,5,0
4769,9,9,1,37,1
4770,17,6,1,24,1
4771,2,3,1,37,1
4772,21,3,0,38,0
4773,9,4,0,14,0
4774,6,3,1,6,1
4775,15,1,0,26,0
4776,22,4,0,6,0
4777,12,6,1,17,1
4778,13,7,1,42,1
4779,12,9,1,28,1
4780,23,3,0,21,0
4781,18,2,1,14,1
4782,21,1,0,32,0
4783,12,4,1,29,1
4784,6,1,0,10,0
4785,15,5,1,47,1
4786,1,1,0,13,0
4787,1,9,0,35,1
4788,10,6,0,18,0
4789,3,7,1,20,1
4790,7,3,1,8,1
4791,19,4,1,31,1
4792,3,8,0,37,1
4793,15,3,0,18,0
4794,24,1,1,40,1
4795,5,6,0,26,0
4796,1,7,0,19,0
4797,18,2,0,6,0
4798,10,5,0,21,0
4799,11,4,0,23,0
4800,10,1,1,15,1
4801,3,4,0,46,0
4802,9,6,1,20,1
4803,6,8,0,46,1
4804,14,8,0,16,1
4805,21,6,1,44,1
4806,3,1,1,14,1
4807,18,5,0,22,0
4808,2,4,0,36,0
4809,21,1,1,39,1
4810,21,5,1,44,1
4811,13,2,0,22,0
4812,19,7,0,25,0
4813,5,6,1,36,1
4814,3,9,0,6,1
4815,23,1,1,16,1
4816,8,5,0,12,0
4817,9,5,0,35,0
4818,6,3,1,23,1
4819,17,9,0,30,1
4820,6,7,0,45,0
4821,15,7,1,45,1
4822,14,8,0,33,1
4823,12,8,1,21,1
4824,6,8,0,6,1
4825,13,9,1,22,1
4826,13,5,0,16,0
4827,5,1,1,13,1
4828,3,2,0,19,0
4829,11,6,1,21,1
4830,24,4,0,25,0
4831,6,4,1,15,1
4832,5,3,1,21,1
4833,20,2,1,22,1
4834,7,3,0,46,0
4835,21,8,0,7,1
4836,18,1,1,6,1
4837,10,2,1,7,1
4838,10,8,1,34,1
4839,5,7,1,30,1
4840,21,3,0,19,0
4841,17,1,1,42,1
4842,5,5,0,44,0
4843,23,9,1,18,1
4844,16,5,0,17,0
4845,20,2,0,27,0
4846,13,1,0,22,0
4847,10,5,1,7,1
4848,7,1,1,5,1
4849,23,2,0,39,0
4850,14,1,0,21,0
4851,10,4,1,15,1
4852,13,7,0,46,0
4853,24,6,1,6,1
4854,2,6,0,21,0
4855,24,7,0,12,0
4856,24,3,1,27,1
4857,12,2,1,24,1
4858,5,8,0,36,1
4859,8,1,0,16,0
4860,6,4,0,46,0
4861,1,6,0,24,0
4862,10,1,1,24,1
4863,17,3,1,43,1
4864,3,2,1,18,1
4865,3,7,0,42,0
4866,8,1,0,44,0
4867,15,6,0,31,0
4868,16,4,1,37,1
4869,24,6,0,28,0
4870,3,3,1,32,1
4871,21,4,1,34,1
4872,5,6,0,21,0
4873,17,2,1,37,1
4874,12,8,0,37,1
4875,17,9,0,29,1
4876,9,6,1,10,1
4877,17,5,0,9,0
4878,8,9,0,29,1
4879,1,5,0,26,0
4880,23,2,0,39,0
4881,6,7,1,38,1
4882,14,5,0,19,0
4883,11,4,0,16,0
4884,13,1,1,10,1
4885,17,4,0,40,0
4886,2,3,1,27,1
4887,5,5,1,38,1
4888,2,3,0,30,0
4889,7,1,0,6,0
4890,3,9,1,14,1
4891,24,8,1,11,1
4892,7,9,1,6,1
4893,16,5,0,38,0
4894,12,6,1,11,1
4895,24,7,1,42,1
4896,17,6,0,21,0
4897,19,2,1,30,1
4898,11,6,1,44,1
4899,19,5,1,16,1
4900,15,8,0,19,1
4901,14,4,1,48,1
4902,2,6,1,35,1
4903,15,6,0,6,0
4904,3,3,0,5,0
4905,24,1,1,24,1
4906,12,4,0,24,0
4907,13,4,1,6,1
4908,20,8,0,12,1
4909,22,8,0,13,1
4910,21,6,0,12,0
4911,17,1,1,38,1
4912,17,9,1,27,1
4913,4,5,1,47,1
4914,16,4,0,46,0
4915,19,2,1,38,1
4916,19,1,1,37,1
4917,10,8,0,5,1
4918,5,4,0,32,0
4919,23,8,1,45,1
4920,2,2,0,36,0
4921,12,5,1,36,1
4922,18,5,1,16,1
4923,5,2,1,8,1
4924,13,5,1,39,1
4925,8,7,1,49,1
4926,14,1,0,26,0
4927,12,5,1,10,1
4928,18,6,0,43,0
4929,18,6,1,32,1
4930,13,4,0,7,0
4931,2,5,0,48,0
4932,14,8,1,25,1
4933,12,2,0,47,0
4934,12,8,0,34,1
4935,8,6,0,35,0
4936,4,8,0,5,1
4937,18,7,0,27,0
4938,8,9,1,38,1
4939,18,1,1,25,1
4940,11,6,1,22,1
4941,3,1,0,5,0
4942,19,4,1,16,1
4943,18,1,1,8,1
4944,1,7,1,17,1
4945,14,8,1,34,1
4946,7,4,1,5,1
4947,4,1,0,20,0
4948,22,4,0,36,0
4949,13,9,0,19,1
4950,7,9,0,18,1
4951,2,9,0,22,1
4952,19,8,0,39,1
4953,24,8,0,24,1
4954,7,8,0,18,1
4955,21,3,0,12,0
4956,19,3,0,19,0
4957,12,2,1,48,1
4958,16,9,1,42,1
4959,4,2,0,7,0
4960,23,3,0,45,0
4961,22,4,0,47,0
4962,16,8,1,14,1
4963,20,5,0,36,0
4964,16,5,1,6,1
4965,6,7,1,28,1
4966,16,8,1,34,1
4967,2,6,1,25,1
4968,11,6,1,36,1
4969,23,5,1,45,1
4970,20,9,0,49,1
4971,7,8,0,27,1
4972,2,8,1,30,1
4973,12,9,1,39,1
4974,2,1,0,44,0
4975,17,5,1,43,1
4976,17,1,0,20,0
4977,5,4,0,19,0
4978,11,8,0,44,1
4979,22,2,1,45,1
4980,6,6,0,46,0
4981,12,2,0,39,0
4982,23,6,1,43,1
4983,22,7,1,47,1
4984,22,7,1,29,1
4985,16,8,0,28,1
4986,9,2,0,16,0
4987,10,3,0,11,0
4988,12,6,0,12,0
4989,16,4,0,46,0
4990,4,9,0,44,1
4991,20,5,1,16,1
4992,24,4,0,31,0
4993,20,9,1,32,1
4994,19,6,0,7,0
4995,4,1,0,43,0
4996,17,2,0,37,0
4997,11,7,1,42,1
4998,18,6,1,39,1
4999,11,1,0,35,0
5000,24,8,0,7,1
5001,17,8,0,33,1
5002,15,1,1,31,1
5003,8,4,1,24,1
5004,16,9,0,27,1
5005,11,3,1,5,1
5006,14,7,1,15,1
5007,13,2,1,41,1
5008,4,1,0,44,0
5009,6,8,0,35,1
5010,4,9,1,27,1
5011,10,2,1,19,1
5012,9,8,0,32,1
5013,5,4,1,13,1
5014,2,4,1,48,1
5015,24,1,1,25,1
5016,14,5,0,14,0
5017,12,6,1,14,1
5018,6,5,0,30,0
5019,24,2,0,7,0
5020,9,9,1,10,1
5021,15,7,1,15,1
5022,6,5,0,25,0
5023,7,5,1,12,1
