order_id,order_date,city,zone,product,quantity,revenue
14015,2025-05-02,Delhi,South,Bread,12,1080
14016,2025-01-11,Bangalore,South,Rice,1,84
14017,2025-08-03,Pune,South,Bread,7,966
14018,2025-03-31,Mumbai,East,Bread,15,1575
14019,2025-11-10,Pune,South,Eggs,15,1560
14020,2025-06-22,Mumbai,South,Bread,14,1722
14021,2025-07-09,Chandigarh,South,Vegetables,16,2256
14022,2025-12-18,Bangalore,South,Rice,6,540
14023,2025-02-23,Bangalore,South,Bread,8,656
14024,2025-05-15,Pune,South,Bread,19,1102
14025,2025-01-26,Bangalore,East,Vegetables,13,897
14026,2025-07-27,Delhi,West,Milk,7,504
14027,2025-06-23,Bangalore,West,Rice,11,814
14028,2025-10-06,Chandigarh,North,Rice,15,945
14029,2025-09-17,Delhi,South,Vegetables,6,468
14030,2025-10-14,Mumbai,South,Eggs,16,1536
14031,2025-04-29,Bangalore,South,Milk,12,1404
14032,2025-05-13,Bangalore,West,Milk,19,1102
14033,2025-06-24,Chandigarh,East,Milk,3,177
14034,2025-12-07,Mumbai,East,Rice,13,832
14035,2025-03-21,Chandigarh,South,Eggs,18,1062
14036,2025-03-29,Chandigarh,North,Rice,8,496
14037,2025-03-01,Delhi,West,Vegetables,17,1632
14038,2025-02-05,Pune,East,Eggs,12,1236
14039,2025-09-24,Chandigarh,East,Milk,13,1573
14040,2025-12-27,Chandigarh,South,Eggs,13,1937
14041,2025-12-29,Chandigarh,South,Eggs,8,944
14042,2025-05-28,Bangalore,North,Eggs,9,981
14043,2025-08-10,Bangalore,North,Rice,12,1032
14044,2025-07-20,Pune,South,Bread,10,1430
14045,2025-06-03,Mumbai,East,Vegetables,17,1411
14046,2025-06-17,Bangalore,South,Vegetables,7,595
14047,2025-03-31,Delhi,East,Eggs,3,372
14048,2025-12-19,Delhi,South,Eggs,16,1984
14049,2025-10-13,Mumbai,West,Eggs,11,1617
14050,2025-08-19,Bangalore,East,Rice,17,1972
14051,2025-06-19,Delhi,West,Milk,12,1032
14052,2025-08-24,Mumbai,West,Rice,14,784
14053,2025-10-25,Mumbai,East,Milk,12,912
14054,2025-06-23,Delhi,North,Bread,9,1323
14055,2025-01-16,Pune,West,Bread,13,1755
14056,2025-04-16,Mumbai,East,Milk,12,1584
14057,2025-10-18,Bangalore,West,Eggs,6,654
14058,2025-08-06,Chandigarh,South,Eggs,13,845
14059,2025-08-28,Chandigarh,North,Bread,11,891
14060,2025-10-12,Mumbai,East,Bread,17,1547
14061,2025-09-25,Chandigarh,North,Rice,18,1566
14062,2025-12-23,Delhi,South,Vegetables,8,928
14063,2025-12-06,Chandigarh,South,Milk,5,550
14064,2025-02-19,Delhi,South,Bread,8,1128
14065,2025-08-03,Mumbai,North,Eggs,6,552
14066,2025-01-02,Pune,West,Eggs,19,1463
14067,2025-09-14,Bangalore,West,Bread,14,1078
14068,2025-08-31,Bangalore,North,Vegetables,16,2144
14069,2025-09-27,Chandigarh,East,Rice,17,1445
14070,2025-01-22,Chandigarh,West,Rice,4,220
14071,2025-11-28,Pune,South,Milk,7,693
14072,2025-06-06,Bangalore,North,Bread,3,174
14073,2025-10-21,Delhi,West,Rice,10,1020
14074,2025-01-23,Mumbai,South,Eggs,9,837
14075,2025-09-08,Chandigarh,East,Eggs,5,545
14076,2025-09-18,Delhi,West,Rice,18,2664
14077,2025-05-20,Pune,South,Eggs,18,2178
14078,2025-03-18,Chandigarh,East,Bread,5,300
14079,2025-11-19,Bangalore,South,Rice,16,1072
14080,2025-09-16,Pune,East,Bread,3,210
14081,2025-09-16,Bangalore,West,Bread,8,776
14082,2025-05-20,Bangalore,South,Bread,1,121
14083,2025-12-04,Delhi,North,Vegetables,11,869
14084,2025-11-14,Pune,North,Rice,16,1248
14085,2025-03-23,Chandigarh,West,Vegetables,17,969
14086,2025-06-01,Chandigarh,East,Eggs,8,1120
14087,2025-03-31,Delhi,East,Bread,8,792
14088,2025-08-19,Mumbai,West,Eggs,6,360
14089,2025-12-11,Chandigarh,South,Milk,6,714
14090,2025-06-16,Pune,North,Eggs,7,721
14091,2025-02-11,Delhi,South,Bread,2,224
14092,2025-07-29,Pune,West,Eggs,5,345
14093,2025-05-24,Delhi,North,Milk,4,216
14094,2025-05-08,Delhi,East,Milk,6,342
14095,2025-10-19,Chandigarh,South,Eggs,5,655
14096,2025-03-01,Mumbai,North,Vegetables,19,1463
14097,2025-09-14,Pune,West,Bread,7,560
14098,2025-07-04,Bangalore,North,Rice,10,860
14099,2025-08-04,Delhi,South,Vegetables,18,1242
14100,2025-08-24,Mumbai,East,Milk,4,568
14101,2025-03-05,Chandigarh,West,Eggs,1,131
14102,2025-12-25,Chandigarh,South,Vegetables,3,438
14103,2025-09-01,Delhi,East,Milk,16,1712
14104,2025-12-24,Mumbai,West,Bread,4,364
14105,2025-05-22,Bangalore,North,Vegetables,1,114
14106,2025-10-25,Bangalore,East,Eggs,8,872
14107,2025-04-06,Mumbai,South,Bread,10,670
14108,2025-10-28,Delhi,North,Bread,18,2664
14109,2025-01-07,Mumbai,East,Vegetables,14,1008
14110,2025-03-13,Delhi,East,Bread,9,684
14111,2025-03-07,Mumbai,East,Bread,18,1602
14112,2025-11-01,Chandigarh,East,Vegetables,16,848
14113,2025-05-07,Chandigarh,West,Bread,2,140
14114,2025-03-26,Mumbai,North,Milk,17,2040
14115,2025-03-30,Pune,East,Bread,16,1792
14116,2025-05-03,Mumbai,East,Vegetables,5,285
14117,2025-04-29,Chandigarh,South,Milk,13,1027
14118,2025-12-01,Pune,South,Milk,5,670
14119,2025-03-09,Chandigarh,North,Rice,7,959
14120,2025-01-29,Chandigarh,East,Bread,14,1176
14121,2025-09-17,Mumbai,South,Milk,8,920
14122,2025-07-20,Mumbai,West,Milk,4,536
14123,2025-01-06,Pune,West,Vegetables,1,104
14124,2025-02-06,Mumbai,East,Bread,5,430
14125,2025-03-05,Mumbai,East,Rice,8,1136
14126,2025-04-18,Mumbai,North,Rice,10,850
14127,2025-08-19,Bangalore,South,Milk,16,2288
14128,2025-12-14,Bangalore,South,Bread,16,832
14129,2025-04-26,Mumbai,East,Milk,11,803
14130,2025-05-21,Delhi,East,Milk,4,312
14131,2025-06-29,Pune,North,Milk,16,2144
14132,2025-10-17,Bangalore,North,Milk,2,252
14133,2025-09-10,Delhi,East,Eggs,19,1007
14134,2025-06-18,Mumbai,North,Milk,8,400
14135,2025-03-08,Pune,South,Rice,17,969
14136,2025-01-17,Delhi,North,Eggs,2,102
14137,2025-04-17,Chandigarh,North,Eggs,12,1428
14138,2025-11-03,Bangalore,South,Bread,1,129
14139,2025-02-18,Delhi,South,Bread,1,126
14140,2025-08-18,Mumbai,West,Vegetables,17,1054
14141,2025-07-03,Pune,South,Bread,14,1190
14142,2025-06-22,Delhi,East,Eggs,11,1320
14143,2025-12-30,Pune,West,Milk,8,920
14144,2025-08-11,Bangalore,South,Vegetables,17,1343
14145,2025-03-31,Pune,East,Milk,13,1391
14146,2025-02-09,Bangalore,North,Rice,19,1691
14147,2025-11-22,Pune,North,Rice,5,605
14148,2025-08-02,Delhi,East,Milk,12,1044
14149,2025-07-17,Bangalore,East,Bread,17,1700
14150,2025-01-11,Delhi,South,Eggs,1,94
14151,2025-09-12,Mumbai,West,Bread,19,2603
14152,2025-10-30,Delhi,East,Vegetables,18,918
14153,2025-03-23,Pune,East,Bread,15,2070
14154,2025-10-07,Mumbai,South,Eggs,19,1273
14155,2025-05-09,Bangalore,East,Bread,16,1840
14156,2025-06-24,Mumbai,North,Bread,18,2448
14157,2025-02-14,Chandigarh,West,Vegetables,16,2240
14158,2025-07-27,Pune,South,Milk,5,335
14159,2025-06-17,Bangalore,North,Vegetables,6,300
14160,2025-08-08,Delhi,South,Bread,11,1067
14161,2025-06-14,Mumbai,South,Vegetables,5,545
14162,2025-07-06,Chandigarh,East,Bread,16,1488
14163,2025-01-08,Bangalore,West,Milk,9,1125
14164,2025-03-28,Mumbai,South,Bread,7,567
14165,2025-10-27,Delhi,West,Bread,13,1521
14166,2025-09-17,Pune,West,Vegetables,7,497
14167,2025-06-18,Chandigarh,North,Rice,18,1962
14168,2025-12-16,Bangalore,East,Bread,13,1378
14169,2025-10-04,Mumbai,West,Milk,19,1330
14170,2025-12-27,Delhi,West,Vegetables,6,786
14171,2025-10-06,Bangalore,North,Eggs,17,2176
14172,2025-11-20,Delhi,West,Bread,2,282
14173,2025-05-14,Mumbai,West,Milk,4,372
14174,2025-11-06,Mumbai,South,Eggs,5,515
14175,2025-12-29,Pune,South,Vegetables,11,1573
14176,2025-12-23,Pune,West,Milk,14,1148
14177,2025-02-17,Bangalore,South,Milk,3,369
14178,2025-11-14,Mumbai,West,Eggs,10,550
14179,2025-09-25,Bangalore,East,Rice,3,333
14180,2025-10-04,Chandigarh,South,Eggs,13,689
14181,2025-04-07,Delhi,East,Rice,3,294
14182,2025-12-25,Bangalore,West,Rice,7,966
14183,2025-10-05,Mumbai,West,Eggs,19,1862
14184,2025-01-09,Chandigarh,North,Milk,4,492
14185,2025-08-26,Chandigarh,South,Bread,4,348
14186,2025-06-19,Chandigarh,South,Vegetables,5,280
14187,2025-05-07,Pune,North,Rice,13,910
14188,2025-02-07,Mumbai,West,Rice,6,510
14189,2025-12-09,Delhi,West,Vegetables,6,570
14190,2025-06-01,Bangalore,South,Vegetables,10,820
14191,2025-06-09,Pune,South,Eggs,6,360
14192,2025-04-15,Bangalore,West,Bread,11,1078
14193,2025-07-15,Mumbai,East,Eggs,6,654
14194,2025-10-19,Chandigarh,East,Bread,4,384
14195,2025-11-07,Mumbai,North,Vegetables,15,1995
14196,2025-06-26,Bangalore,South,Eggs,14,812
14197,2025-05-25,Pune,North,Rice,12,1524
14198,2025-06-26,Mumbai,West,Eggs,15,2160
14199,2025-05-15,Bangalore,South,Vegetables,16,2080
14200,2025-03-21,Chandigarh,South,Vegetables,9,1080
14201,2025-01-07,Mumbai,East,Rice,5,500
14202,2025-09-03,Bangalore,East,Bread,14,1456
14203,2025-11-24,Pune,East,Vegetables,7,476
14204,2025-09-28,Pune,South,Milk,1,55
14205,2025-05-27,Mumbai,West,Rice,6,300
14206,2025-03-23,Bangalore,North,Rice,17,2108
14207,2025-12-04,Chandigarh,East,Milk,11,583
14208,2025-09-14,Delhi,North,Milk,5,565
14209,2025-12-09,Delhi,West,Eggs,17,1972
14210,2025-03-26,Delhi,South,Bread,12,1560
14211,2025-10-15,Mumbai,South,Vegetables,1,64
14212,2025-04-16,Mumbai,North,Bread,15,1035
14213,2025-09-28,Delhi,West,Vegetables,17,1105
14214,2025-08-01,Chandigarh,East,Bread,9,549
14215,2025-07-09,Mumbai,West,Bread,17,1105
14216,2025-02-21,Delhi,West,Bread,2,280
14217,2025-07-08,Delhi,North,Milk,15,1125
14218,2025-08-14,Bangalore,West,Rice,18,2448
14219,2025-10-21,Delhi,West,Bread,1,138
14220,2025-11-22,Pune,East,Milk,7,840
14221,2025-10-20,Bangalore,West,Vegetables,8,1104
14222,2025-04-04,Pune,East,Eggs,9,450
14223,2025-02-12,Pune,East,Vegetables,18,2124
14224,2025-12-22,Bangalore,West,Bread,7,546
14225,2025-08-21,Delhi,North,Vegetables,11,902
14226,2025-01-23,Delhi,West,Eggs,1,105
14227,2025-04-08,Mumbai,North,Vegetables,8,448
14228,2025-01-05,Delhi,North,Vegetables,17,2091
14229,2025-05-29,Chandigarh,North,Milk,12,720
14230,2025-02-04,Delhi,North,Vegetables,3,252
14231,2025-09-05,Mumbai,North,Rice,12,1200
14232,2025-12-28,Pune,West,Bread,3,231
14233,2025-05-05,Bangalore,North,Bread,11,1617
14234,2025-09-20,Bangalore,East,Eggs,6,582
14235,2025-04-03,Pune,West,Milk,9,468
14236,2025-10-30,Bangalore,South,Eggs,6,714
14237,2025-03-11,Bangalore,North,Milk,2,156
14238,2025-11-09,Delhi,West,Vegetables,2,234
14239,2025-01-07,Mumbai,West,Bread,1,124
14240,2025-04-16,Bangalore,East,Vegetables,10,1150
14241,2025-11-19,Chandigarh,North,Milk,2,196
14242,2025-11-05,Bangalore,West,Vegetables,5,625
14243,2025-02-16,Bangalore,South,Milk,5,520
14244,2025-05-01,Bangalore,South,Rice,19,2584
14245,2025-05-21,Chandigarh,East,Rice,14,2002
14246,2025-01-04,Pune,West,Milk,8,976
14247,2025-10-14,Bangalore,South,Eggs,12,804
14248,2025-10-23,Pune,East,Rice,16,1664
14249,2025-07-29,Chandigarh,West,Vegetables,1,88
14250,2025-10-21,Mumbai,East,Bread,5,380
14251,2025-06-13,Pune,East,Vegetables,12,720
14252,2025-08-21,Pune,West,Rice,16,1456
14253,2025-09-07,Chandigarh,North,Rice,11,1067
14254,2025-07-28,Mumbai,West,Vegetables,6,630
14255,2025-10-25,Chandigarh,West,Rice,18,2250
14256,2025-06-16,Bangalore,West,Bread,15,1965
14257,2025-10-01,Delhi,South,Eggs,9,1197
14258,2025-01-23,Mumbai,North,Vegetables,13,975
14259,2025-09-03,Pune,West,Rice,13,1326
14260,2025-01-03,Bangalore,South,Eggs,12,1788
14261,2025-01-26,Delhi,South,Vegetables,7,805
14262,2025-04-23,Pune,West,Bread,18,1908
14263,2025-05-22,Mumbai,West,Milk,4,460
14264,2025-07-16,Delhi,North,Bread,9,630
14265,2025-05-24,Mumbai,North,Vegetables,5,555
14266,2025-07-25,Bangalore,North,Vegetables,18,1674
14267,2025-11-03,Mumbai,South,Bread,2,106
14268,2025-05-30,Bangalore,South,Vegetables,2,214
14269,2025-09-01,Mumbai,South,Vegetables,4,268
14270,2025-10-30,Delhi,East,Vegetables,13,1781
14271,2025-02-15,Delhi,East,Eggs,4,512
14272,2025-04-05,Mumbai,North,Vegetables,9,477
14273,2025-09-20,Pune,West,Rice,18,2214
14274,2025-01-09,Bangalore,West,Milk,18,2592
14275,2025-02-27,Mumbai,North,Bread,5,715
14276,2025-01-27,Pune,South,Vegetables,19,2413
14277,2025-12-16,Bangalore,North,Bread,7,693
14278,2025-06-16,Bangalore,West,Eggs,16,1600
14279,2025-11-01,Pune,South,Eggs,14,1596
14280,2025-06-01,Delhi,East,Eggs,8,1056
14281,2025-08-24,Bangalore,North,Eggs,11,825
14282,2025-03-06,Mumbai,East,Vegetables,11,1342
14283,2025-12-28,Bangalore,North,Rice,5,350
14284,2025-02-12,Delhi,East,Milk,9,459
14285,2025-04-01,Pune,East,Milk,3,432
14286,2025-08-18,Mumbai,South,Rice,16,1536
14287,2025-05-26,Delhi,South,Milk,15,1515
14288,2025-07-12,Delhi,North,Milk,18,1764
14289,2025-09-27,Bangalore,South,Vegetables,3,393
14290,2025-08-16,Chandigarh,North,Bread,15,840
14291,2025-02-17,Chandigarh,North,Eggs,13,689
14292,2025-03-08,Bangalore,West,Vegetables,1,72
14293,2025-02-01,Delhi,West,Milk,4,328
14294,2025-09-16,Pune,East,Rice,5,350
14295,2025-02-02,Bangalore,West,Bread,5,420
14296,2025-12-23,Pune,North,Vegetables,3,426
14297,2025-03-14,Mumbai,East,Eggs,16,2240
14298,2025-01-17,Delhi,North,Rice,11,1485
14299,2025-06-24,Delhi,West,Bread,5,355
14300,2025-11-23,Chandigarh,West,Rice,4,472
14301,2025-09-25,Chandigarh,South,Rice,8,680
14302,2025-06-29,Pune,West,Vegetables,17,1462
14303,2025-09-20,Mumbai,North,Eggs,1,91
14304,2025-10-27,Mumbai,South,Eggs,19,1406
14305,2025-12-16,Chandigarh,East,Eggs,19,1501
14306,2025-10-24,Chandigarh,South,Eggs,5,635
14307,2025-07-23,Pune,West,Bread,18,1458
14308,2025-05-25,Mumbai,South,Bread,3,387
14309,2025-02-26,Pune,South,Vegetables,2,190
14310,2025-05-11,Pune,East,Bread,1,96
14311,2025-01-28,Delhi,West,Rice,15,1485
14312,2025-01-01,Mumbai,South,Eggs,17,2431
14313,2025-03-19,Chandigarh,West,Bread,6,396
14314,2025-07-09,Mumbai,West,Rice,9,612
14315,2025-03-23,Mumbai,North,Eggs,4,396
14316,2025-09-24,Delhi,East,Milk,8,848
14317,2025-07-14,Mumbai,North,Eggs,7,1029
14318,2025-04-14,Bangalore,South,Vegetables,14,1260
14319,2025-11-25,Mumbai,West,Eggs,12,708
14320,2025-01-25,Pune,South,Eggs,11,1353
14321,2025-09-18,Delhi,West,Eggs,9,540
14322,2025-09-19,Delhi,North,Milk,12,864
14323,2025-07-06,Pune,West,Bread,14,2086
14324,2025-11-19,Bangalore,East,Milk,3,270
14325,2025-12-01,Bangalore,North,Milk,19,2641
14326,2025-09-25,Chandigarh,South,Bread,16,1424
14327,2025-08-03,Chandigarh,West,Milk,14,756
14328,2025-05-17,Bangalore,South,Milk,1,101
14329,2025-06-10,Bangalore,North,Rice,16,2288
14330,2025-01-04,Chandigarh,South,Milk,7,847
14331,2025-12-20,Delhi,East,Milk,6,666
14332,2025-08-16,Mumbai,East,Rice,2,150
14333,2025-07-05,Bangalore,East,Eggs,14,1092
14334,2025-11-21,Chandigarh,South,Bread,11,583
14335,2025-06-28,Pune,South,Bread,7,952
14336,2025-04-25,Pune,South,Rice,3,186
14337,2025-07-02,Mumbai,North,Milk,3,390
14338,2025-06-12,Mumbai,South,Eggs,3,447
14339,2025-04-22,Bangalore,West,Vegetables,11,1166
14340,2025-05-20,Pune,South,Bread,11,1177
14341,2025-11-20,Chandigarh,South,Bread,19,1634
14342,2025-09-21,Delhi,West,Vegetables,3,447
14343,2025-01-10,Pune,North,Vegetables,8,744
14344,2025-04-05,Mumbai,East,Eggs,3,225
14345,2025-11-28,Pune,West,Eggs,12,756
14346,2025-10-30,Chandigarh,West,Bread,13,1924
14347,2025-03-02,Delhi,West,Vegetables,6,768
14348,2025-11-10,Delhi,North,Vegetables,2,108
14349,2025-07-27,Bangalore,West,Bread,13,1937
14350,2025-01-11,Mumbai,West,Rice,3,180
14351,2025-05-23,Chandigarh,East,Rice,17,952
14352,2025-01-20,Chandigarh,South,Eggs,3,234
14353,2025-12-16,Mumbai,North,Vegetables,3,417
14354,2025-12-19,Chandigarh,North,Vegetables,19,1729
14355,2025-04-14,Delhi,South,Eggs,10,850
14356,2025-01-03,Pune,East,Bread,7,518
14357,2025-11-04,Pune,South,Eggs,6,618
14358,2025-03-09,Pune,South,Vegetables,1,115
14359,2025-06-15,Bangalore,West,Bread,12,984
14360,2025-11-25,Chandigarh,West,Bread,3,276
14361,2025-02-05,Mumbai,North,Rice,1,62
14362,2025-06-13,Mumbai,South,Milk,15,1410
14363,2025-05-01,Delhi,East,Eggs,3,324
14364,2025-01-21,Mumbai,East,Bread,9,1206
14365,2025-08-28,Delhi,South,Milk,2,254
14366,2025-07-13,Chandigarh,South,Bread,16,2336
14367,2025-08-22,Pune,South,Eggs,14,1358
14368,2025-09-16,Chandigarh,South,Vegetables,17,1122
14369,2025-06-08,Bangalore,South,Eggs,11,748
14370,2025-09-17,Pune,North,Rice,18,1872
14371,2025-05-07,Bangalore,West,Eggs,2,194
14372,2025-06-13,Mumbai,East,Rice,10,950
14373,2025-02-27,Chandigarh,South,Eggs,15,870
14374,2025-02-13,Delhi,South,Eggs,9,1143
14375,2025-11-10,Bangalore,East,Bread,18,2610
14376,2025-09-01,Pune,East,Rice,17,1836
14377,2025-11-30,Chandigarh,North,Eggs,7,385
14378,2025-07-01,Bangalore,West,Bread,11,638
14379,2025-11-15,Delhi,South,Vegetables,17,1615
14380,2025-09-11,Pune,East,Milk,19,1026
14381,2025-06-08,Chandigarh,East,Vegetables,15,2130
14382,2025-06-06,Delhi,North,Milk,9,855
14383,2025-07-06,Pune,South,Bread,4,532
14384,2025-01-21,Pune,West,Bread,14,714
14385,2025-06-18,Chandigarh,South,Vegetables,6,486
14386,2025-11-09,Pune,South,Vegetables,8,616
14387,2025-08-29,Delhi,North,Rice,16,2000
14388,2025-07-31,Chandigarh,West,Milk,7,770
14389,2025-08-21,Pune,East,Eggs,12,1512
14390,2025-02-25,Mumbai,East,Milk,8,552
14391,2025-07-03,Delhi,North,Bread,12,1260
14392,2025-01-14,Pune,South,Eggs,8,1064
14393,2025-07-10,Pune,South,Eggs,9,702
14394,2025-10-30,Pune,East,Vegetables,2,216
14395,2025-10-04,Chandigarh,North,Vegetables,10,730
14396,2025-08-26,Bangalore,West,Eggs,2,198
14397,2025-06-09,Delhi,West,Eggs,10,930
14398,2025-07-25,Mumbai,North,Milk,3,372
14399,2025-06-15,Chandigarh,South,Milk,12,972
14400,2025-11-29,Bangalore,West,Vegetables,1,119
14401,2025-05-17,Pune,West,Milk,12,1140
14402,2025-06-11,Pune,North,Eggs,1,89
14403,2025-10-12,Delhi,North,Bread,1,82
14404,2025-11-11,Bangalore,South,Milk,3,288
14405,2025-02-22,Chandigarh,West,Bread,6,444
14406,2025-12-14,Mumbai,North,Vegetables,4,484
14407,2025-12-14,Mumbai,West,Milk,16,2352
14408,2025-01-28,Delhi,West,Bread,6,330
14409,2025-08-10,Delhi,East,Vegetables,19,1273
14410,2025-01-11,Chandigarh,South,Vegetables,15,1935
14411,2025-05-21,Bangalore,North,Eggs,19,2565
14412,2025-10-12,Chandigarh,North,Bread,13,1183
14413,2025-12-15,Mumbai,West,Bread,8,928
14414,2025-01-18,Mumbai,East,Rice,4,388
14415,2025-04-09,Mumbai,North,Bread,14,2016
14416,2025-12-15,Chandigarh,North,Rice,3,249
14417,2025-08-06,Pune,East,Rice,16,1536
14418,2025-02-02,Mumbai,East,Bread,4,540
14419,2025-10-11,Delhi,West,Eggs,3,306
14420,2025-12-22,Mumbai,North,Rice,2,252
14421,2025-08-02,Mumbai,South,Bread,1,108
14422,2025-12-10,Mumbai,North,Rice,11,781
14423,2025-04-20,Delhi,North,Eggs,10,1470
14424,2025-11-18,Bangalore,South,Vegetables,7,882
14425,2025-08-02,Bangalore,East,Vegetables,1,77
14426,2025-01-20,Chandigarh,North,Rice,5,335
14427,2025-04-08,Mumbai,South,Bread,18,1620
14428,2025-05-06,Chandigarh,North,Rice,14,1596
14429,2025-08-13,Delhi,West,Milk,12,600
14430,2025-09-14,Pune,West,Eggs,17,1887
14431,2025-10-09,Delhi,South,Bread,7,931
14432,2025-03-19,Delhi,South,Vegetables,3,264
14433,2025-07-10,Mumbai,South,Bread,12,696
14434,2025-11-16,Delhi,West,Eggs,6,552
14435,2025-08-25,Mumbai,South,Milk,13,832
14436,2025-05-05,Chandigarh,South,Eggs,8,936
14437,2025-09-08,Chandigarh,North,Rice,10,1220
14438,2025-07-02,Pune,East,Milk,11,990
14439,2025-10-31,Bangalore,North,Vegetables,19,988
14440,2025-06-18,Mumbai,East,Bread,15,1890
14441,2025-12-23,Delhi,West,Milk,6,624
14442,2025-08-08,Pune,South,Rice,4,524
14443,2025-03-07,Bangalore,South,Rice,18,2214
14444,2025-04-06,Mumbai,South,Eggs,5,485
14445,2025-08-22,Bangalore,East,Rice,14,1232
14446,2025-12-24,Chandigarh,East,Eggs,3,264
14447,2025-06-29,Mumbai,East,Bread,14,2002
14448,2025-09-28,Chandigarh,East,Rice,11,1452
14449,2025-04-19,Pune,South,Bread,1,96
14450,2025-02-10,Mumbai,East,Bread,18,2016
14451,2025-06-26,Pune,North,Milk,6,456
14452,2025-11-08,Chandigarh,South,Eggs,3,408
14453,2025-04-10,Mumbai,South,Vegetables,3,333
14454,2025-02-04,Mumbai,South,Rice,5,345
14455,2025-09-29,Pune,South,Milk,10,570
14456,2025-01-09,Pune,West,Eggs,13,1586
14457,2025-02-09,Bangalore,East,Rice,11,1100
14458,2025-10-08,Pune,South,Bread,9,585
14459,2025-03-06,Pune,East,Bread,9,1323
14460,2025-03-02,Pune,North,Bread,9,1188
14461,2025-08-16,Delhi,West,Bread,6,612
14462,2025-11-16,Bangalore,South,Bread,3,156
14463,2025-10-23,Mumbai,East,Rice,13,1482
14464,2025-01-21,Delhi,East,Vegetables,6,882
14465,2025-11-04,Pune,South,Bread,3,336
14466,2025-05-03,Chandigarh,West,Rice,9,1314
14467,2025-11-24,Chandigarh,East,Eggs,14,980
14468,2025-05-25,Mumbai,East,Vegetables,10,1450
14469,2025-11-09,Chandigarh,North,Vegetables,10,1360
14470,2025-06-01,Bangalore,South,Vegetables,4,236
14471,2025-09-04,Delhi,South,Bread,14,1414
14472,2025-04-22,Chandigarh,South,Rice,3,375
14473,2025-05-17,Bangalore,North,Milk,8,640
14474,2025-03-04,Pune,North,Vegetables,16,1808
14475,2025-10-11,Bangalore,East,Milk,15,1830
14476,2025-05-17,Bangalore,East,Vegetables,3,315
14477,2025-08-14,Delhi,East,Eggs,13,1274
14478,2025-06-10,Bangalore,South,Bread,8,824
14479,2025-08-18,Chandigarh,West,Milk,6,630
14480,2025-10-02,Delhi,North,Vegetables,1,115
14481,2025-05-22,Mumbai,North,Rice,11,1111
14482,2025-05-02,Mumbai,East,Vegetables,3,318
14483,2025-09-16,Bangalore,East,Rice,11,924
14484,2025-03-10,Delhi,East,Eggs,4,536
14485,2025-09-25,Mumbai,North,Vegetables,18,2304
14486,2025-07-01,Chandigarh,West,Rice,11,924
14487,2025-10-05,Bangalore,North,Vegetables,2,282
14488,2025-09-11,Delhi,South,Vegetables,9,1224
14489,2025-02-05,Delhi,South,Eggs,8,856
14490,2025-05-13,Mumbai,North,Bread,2,108
14491,2025-12-06,Chandigarh,East,Eggs,4,300
14492,2025-01-22,Delhi,North,Bread,13,689
14493,2025-09-22,Bangalore,North,Milk,13,1586
14494,2025-03-07,Mumbai,East,Milk,7,574
14495,2025-06-09,Delhi,North,Vegetables,3,426
14496,2025-10-22,Chandigarh,North,Rice,3,267
14497,2025-06-18,Mumbai,East,Bread,12,684
14498,2025-10-15,Pune,West,Eggs,6,324
14499,2025-01-28,Bangalore,South,Bread,11,1111
14500,2025-09-26,Mumbai,East,Vegetables,17,1088
14501,2025-04-01,Chandigarh,East,Eggs,1,77
14502,2025-01-20,Chandigarh,East,Rice,4,244
14503,2025-04-11,Bangalore,South,Bread,15,2010
14504,2025-01-31,Chandigarh,East,Bread,13,962
14505,2025-03-08,Bangalore,East,Eggs,8,1088
14506,2025-09-19,Mumbai,South,Vegetables,12,1752
14507,2025-03-23,Chandigarh,East,Eggs,15,1275
14508,2025-11-13,Delhi,South,Vegetables,3,426
14509,2025-07-14,Delhi,East,Bread,2,136
14510,2025-03-31,Mumbai,West,Milk,19,1672
14511,2025-04-06,Pune,South,Rice,16,2304
14512,2025-08-04,Chandigarh,East,Rice,11,1606
14513,2025-03-02,Delhi,South,Eggs,10,1460
14514,2025-09-17,Pune,South,Vegetables,15,1485
14515,2025-06-08,Chandigarh,North,Vegetables,10,710
14516,2025-04-08,Pune,South,Rice,9,693
14517,2025-04-25,Mumbai,East,Eggs,14,1344
14518,2025-12-13,Bangalore,North,Bread,10,1420
14519,2025-12-04,Pune,East,Milk,4,516
14520,2025-09-02,Delhi,North,Milk,10,560
14521,2025-02-14,Delhi,South,Rice,19,1064
14522,2025-09-21,Mumbai,South,Rice,3,372
14523,2025-06-20,Mumbai,West,Bread,12,1572
14524,2025-01-25,Chandigarh,West,Bread,16,1504
14525,2025-06-05,Bangalore,North,Bread,1,116
14526,2025-07-28,Pune,East,Eggs,9,990
14527,2025-02-12,Bangalore,West,Rice,17,2210
14528,2025-03-08,Chandigarh,West,Eggs,7,798
14529,2025-01-11,Bangalore,South,Rice,5,480
14530,2025-08-26,Delhi,North,Eggs,11,638
14531,2025-07-20,Pune,East,Bread,1,79
14532,2025-05-12,Delhi,East,Bread,3,252
14533,2025-08-11,Bangalore,North,Eggs,17,2363
14534,2025-03-06,Chandigarh,South,Bread,3,300
14535,2025-05-15,Chandigarh,East,Bread,6,516
14536,2025-05-03,Chandigarh,East,Vegetables,1,100
14537,2025-12-26,Pune,East,Rice,10,960
14538,2025-03-26,Mumbai,North,Milk,16,1184
