complaint_id,category,city,severity
802,Late Delivery,Chandigarh,Medium
803,Damaged Product,Mumbai,High
804,Damaged Product,Pune,Medium
805,Missing Item,Delhi,High
806,Late Delivery,Chandigarh,High
807,Late Delivery,Delhi,High
808,Wrong Item,Chandigarh,High
809,Late Delivery,Delhi,High
810,Damaged Product,Pune,Medium
811,Missing Item,Delhi,Medium
812,Damaged Product,Pune,Low
813,Damaged Product,Chandigarh,High
814,Wrong Item,Bangalore,Medium
815,Damaged Product,Mumbai,High
816,Wrong Item,Mumbai,High
817,Missing Item,Mumbai,High
818,Missing Item,Bangalore,High
819,Late Delivery,Chandigarh,Low
820,Wrong Item,Bangalore,High
821,Late Delivery,Mumbai,High
822,Damaged Product,Pune,High
823,Late Delivery,Chandigarh,High
824,Late Delivery,Chandigarh,Medium
825,Missing Item,Delhi,High
826,Wrong Item,Mumbai,Low
827,Late Delivery,Bangalore,Medium
828,Late Delivery,Chandigarh,Medium
829,Missing Item,Bangalore,High
830,Missing Item,Delhi,High
831,Wrong Item,Chandigarh,Low
832,Wrong Item,Pune,High
833,Missing Item,Pune,High
834,Wrong Item,Pune,Medium
835,Late Delivery,Mumbai,High
836,Wrong Item,Pune,High
837,Late Delivery,Pune,Medium
838,Missing Item,Bangalore,Medium
839,Damaged Product,Mumbai,Low
840,Wrong Item,Bangalore,Low
841,Late Delivery,Mumbai,Low
842,Wrong Item,Delhi,Medium
843,Late Delivery,Delhi,Low
844,Missing Item,Mumbai,Medium
845,Missing Item,Bangalore,High
846,Damaged Product,Delhi,Medium
847,Damaged Product,Mumbai,High
848,Damaged Product,Chandigarh,High
849,Late Delivery,Chandigarh,High
850,Wrong Item,Chandigarh,High
851,Missing Item,Chandigarh,High
852,Missing Item,Mumbai,High
853,Damaged Product,Mumbai,High
854,Wrong Item,Delhi,Medium
855,Damaged Product,Bangalore,High
856,Late Delivery,Mumbai,Low
857,Damaged Product,Delhi,Medium
858,Wrong Item,Bangalore,Medium
859,Late Delivery,Pune,High
860,Damaged Product,Delhi,High
861,Wrong Item,Bangalore,Medium
862,Missing Item,Mumbai,High
863,Damaged Product,Chandigarh,Low
864,Missing Item,Mumbai,Low
865,Late Delivery,Bangalore,Medium
866,Damaged Product,Chandigarh,Medium
867,Late Delivery,Mumbai,High
868,Missing Item,Chandigarh,High
869,Missing Item,Bangalore,High
870,Missing Item,Mumbai,High
871,Damaged Product,Bangalore,Medium
872,Missing Item,Delhi,High
873,Damaged Product,Mumbai,High
874,Late Delivery,Mumbai,High
875,Wrong Item,Bangalore,Medium
876,Wrong Item,Mumbai,High
877,Missing Item,Pune,Medium
878,Damaged Product,Bangalore,Medium
879,Wrong Item,Delhi,Low
880,Damaged Product,Mumbai,Low
881,Late Delivery,Mumbai,Low
882,Late Delivery,Pune,Medium
883,Missing Item,Delhi,Low
884,Late Delivery,Delhi,High
885,Missing Item,Pune,Low
886,Wrong Item,Bangalore,High
887,Damaged Product,Bangalore,Medium
888,Damaged Product,Mumbai,High
889,Damaged Product,Chandigarh,Low
890,Wrong Item,Chandigarh,Medium
891,Late Delivery,Mumbai,Low
892,Damaged Product,Pune,High
893,Wrong Item,Mumbai,High
894,Missing Item,Pune,Medium
895,Late Delivery,Pune,Medium
896,Wrong Item,Mumbai,High
897,Wrong Item,Bangalore,High
898,Missing Item,Delhi,High
899,Damaged Product,Bangalore,Low
900,Late Delivery,Bangalore,Medium
901,Late Delivery,Bangalore,Medium
902,Wrong Item,Bangalore,Medium
903,Missing Item,Bangalore,High
904,Damaged Product,Chandigarh,High
905,Late Delivery,Pune,High
906,Missing Item,Pune,Low
907,Damaged Product,Chandigarh,High
908,Late Delivery,Delhi,High
909,Wrong Item,Mumbai,Medium
910,Damaged Product,Pune,Low
911,Damaged Product,Bangalore,High
912,Damaged Product,Chandigarh,Low
913,Missing Item,Mumbai,Low
914,Late Delivery,Chandigarh,High
915,Missing Item,Delhi,High
916,Damaged Product,Delhi,High
917,Damaged Product,Mumbai,Low
918,Damaged Product,Bangalore,High
919,Wrong Item,Pune,Medium
920,Wrong Item,Pune,Medium
921,Wrong Item,Mumbai,High
922,Late Delivery,Pune,Low
923,Wrong Item,Mumbai,Medium
924,Damaged Product,Bangalore,High
925,Damaged Product,Delhi,Low
926,Missing Item,Mumbai,High
927,Damaged Product,Mumbai,Low
928,Damaged Product,Chandigarh,High
929,Late Delivery,Delhi,Medium
930,Damaged Product,Bangalore,Low
931,Missing Item,Pune,High
932,Damaged Product,Chandigarh,Low
933,Damaged Product,Delhi,Low
934,Wrong Item,Bangalore,High
935,Damaged Product,Chandigarh,Low
936,Wrong Item,Chandigarh,Medium
937,Late Delivery,Chandigarh,Low
938,Late Delivery,Chandigarh,Low
939,Wrong Item,Mumbai,Low
940,Damaged Product,Chandigarh,High
941,Missing Item,Bangalore,Low
942,Damaged Product,Bangalore,High
943,Damaged Product,Chandigarh,High
944,Missing Item,Pune,High
945,Missing Item,Chandigarh,Medium
946,Missing Item,Pune,High
947,Missing Item,Bangalore,High
948,Wrong Item,Pune,Medium
949,Late Delivery,Mumbai,Medium
950,Late Delivery,Bangalore,Medium
951,Missing Item,Delhi,High
952,Wrong Item,Pune,Low
953,Damaged Product,Mumbai,Low
954,Damaged Product,Bangalore,High
955,Damaged Product,Mumbai,Low
956,Damaged Product,Chandigarh,Medium
957,Damaged Product,Mumbai,High
958,Missing Item,Bangalore,Medium
959,Late Delivery,Mumbai,Medium
960,Wrong Item,Pune,Low
961,Wrong Item,Chandigarh,Low
962,Late Delivery,Delhi,Low
963,Wrong Item,Chandigarh,Low
964,Damaged Product,Chandigarh,Low
965,Late Delivery,Pune,Medium
966,Late Delivery,Mumbai,Low
967,Late Delivery,Mumbai,Medium
968,Missing Item,Bangalore,Medium
969,Late Delivery,Bangalore,Medium
970,Missing Item,Bangalore,High
971,Damaged Product,Chandigarh,Medium
972,Wrong Item,Bangalore,Low
973,Late Delivery,Mumbai,High
974,Damaged Product,Bangalore,High
975,Missing Item,Mumbai,High
976,Damaged Product,Chandigarh,Medium
977,Wrong Item,Bangalore,High
978,Missing Item,Mumbai,Medium
979,Late Delivery,Bangalore,Low
980,Wrong Item,Delhi,Low
981,Damaged Product,Delhi,Medium
982,Wrong Item,Pune,Medium
983,Late Delivery,Delhi,Low
984,Late Delivery,Pune,Medium
985,Late Delivery,Mumbai,Medium
986,Wrong Item,Pune,Medium
987,Damaged Product,Pune,High
988,Late Delivery,Delhi,Medium
989,Late Delivery,Mumbai,High
990,Wrong Item,Chandigarh,Low
991,Damaged Product,Pune,High
992,Missing Item,Delhi,Low
993,Wrong Item,Chandigarh,Medium
994,Missing Item,Mumbai,High
995,Damaged Product,Pune,Medium
996,Late Delivery,Pune,Low
997,Missing Item,Delhi,Low
998,Missing Item,Delhi,High
999,Late Delivery,Bangalore,Low
1000,Missing Item,Chandigarh,Low
1001,Damaged Product,Chandigarh,High
1002,Late Delivery,Bangalore,High
1003,Missing Item,Chandigarh,High
1004,Damaged Product,Bangalore,Medium
1005,Damaged Product,Bangalore,High
1006,Late Delivery,Pune,Medium
1007,Missing Item,Mumbai,Medium
1008,Wrong Item,Chandigarh,High
1009,Missing Item,Chandigarh,High
1010,Wrong Item,Chandigarh,Low
1011,Missing Item,Bangalore,Medium
1012,Late Delivery,Delhi,Medium
1013,Damaged Product,Chandigarh,Low
1014,Missing Item,Chandigarh,High
1015,Damaged Product,Chandigarh,Low
1016,Damaged Product,Bangalore,Low
1017,Wrong Item,Delhi,High
1018,Missing Item,Pune,Medium
1019,Late Delivery,Chandigarh,Medium
1020,Wrong Item,Chandigarh,Medium
1021,Damaged Product,Pune,High
1022,Wrong Item,Pune,High
1023,Late Delivery,Bangalore,Medium
1024,Missing Item,Bangalore,Medium
1025,Wrong Item,Bangalore,Low
1026,Late Delivery,Bangalore,High
1027,Late Delivery,Mumbai,Low
1028,Damaged Product,Bangalore,Low
1029,Late Delivery,Pune,Medium
1030,Damaged Product,Mumbai,Low
1031,Damaged Product,Mumbai,Medium
1032,Late Delivery,Chandigarh,Medium
1033,Wrong Item,Bangalore,Low
1034,Missing Item,Bangalore,Medium
1035,Late Delivery,Chandigarh,High
1036,Wrong Item,Delhi,Medium
1037,Damaged Product,Chandigarh,Medium
1038,Missing Item,Bangalore,Medium
1039,Wrong Item,Pune,Low
1040,Wrong Item,Delhi,High
1041,Late Delivery,Pune,Low
1042,Late Delivery,Pune,High
1043,Damaged Product,Delhi,Medium
1044,Late Delivery,Chandigarh,Medium
1045,Missing Item,Pune,High
1046,Damaged Product,Chandigarh,High
1047,Missing Item,Bangalore,Low
1048,Missing Item,Bangalore,Low
1049,Missing Item,Chandigarh,Low
1050,Late Delivery,Bangalore,Low
1051,Damaged Product,Pune,Medium
1052,Missing Item,Bangalore,Low
1053,Missing Item,Bangalore,High
1054,Missing Item,Delhi,Medium
1055,Missing Item,Pune,High
1056,Wrong Item,Chandigarh,Medium
1057,Wrong Item,Delhi,Low
1058,Missing Item,Pune,Medium
1059,Wrong Item,Pune,Low
1060,Late Delivery,Pune,High
1061,Damaged Product,Delhi,High
1062,Wrong Item,Bangalore,High
1063,Missing Item,Chandigarh,Low
1064,Wrong Item,Pune,Low
1065,Late Delivery,Delhi,High
1066,Wrong Item,Delhi,High
1067,Damaged Product,Mumbai,Low
1068,Missing Item,Bangalore,Medium
1069,Late Delivery,Delhi,Low
1070,Late Delivery,Bangalore,Low
1071,Late Delivery,Chandigarh,Medium
1072,Wrong Item,Delhi,Low
1073,Damaged Product,Pune,Low
1074,Damaged Product,Delhi,High
1075,Damaged Product,Bangalore,High
1076,Missing Item,Chandigarh,Low
1077,Wrong Item,Chandigarh,High
1078,Wrong Item,Mumbai,High
1079,Missing Item,Bangalore,Low
1080,Missing Item,Chandigarh,Low
1081,Wrong Item,Chandigarh,High
1082,Late Delivery,Delhi,Medium
1083,Late Delivery,Delhi,Low
1084,Wrong Item,Pune,High
1085,Wrong Item,Chandigarh,Low
1086,Damaged Product,Pune,High
1087,Missing Item,Mumbai,Medium
1088,Wrong Item,Delhi,Medium
1089,Wrong Item,Pune,Low
1090,Late Delivery,Bangalore,Low
1091,Late Delivery,Bangalore,Medium
1092,Missing Item,Pune,Low
1093,Wrong Item,Pune,Low
1094,Late Delivery,Pune,Medium
1095,Damaged Product,Mumbai,High
1096,Missing Item,Pune,Medium
1097,Missing Item,Pune,Low
1098,Missing Item,Pune,Medium
1099,Damaged Product,Bangalore,High
1100,Late Delivery,Pune,Low
1101,Damaged Product,Chandigarh,High
1102,Missing Item,Bangalore,High
1103,Late Delivery,Bangalore,Medium
1104,Wrong Item,Pune,Medium
1105,Wrong Item,Bangalore,High
1106,Missing Item,Pune,Low
1107,Missing Item,Pune,Medium
1108,Late Delivery,Bangalore,Low
1109,Late Delivery,Mumbai,High
1110,Missing Item,Pune,Low
1111,Wrong Item,Pune,Medium
1112,Wrong Item,Pune,Low
1113,Wrong Item,Bangalore,Medium
1114,Late Delivery,Mumbai,Medium
1115,Missing Item,Pune,High
1116,Damaged Product,Delhi,High
1117,Late Delivery,Pune,Low
1118,Missing Item,Mumbai,Medium
1119,Damaged Product,Delhi,Medium
1120,Missing Item,Mumbai,Low
1121,Missing Item,Chandigarh,Medium
1122,Missing Item,Pune,High
1123,Damaged Product,Delhi,Low
1124,Damaged Product,Chandigarh,Low
1125,Late Delivery,Chandigarh,Medium
1126,Missing Item,Bangalore,High
1127,Missing Item,Chandigarh,Medium
1128,Damaged Product,Mumbai,High
1129,Late Delivery,Chandigarh,Low
1130,Missing Item,Mumbai,Medium
1131,Missing Item,Bangalore,Low
1132,Missing Item,Mumbai,Low
1133,Missing Item,Mumbai,High
1134,Wrong Item,Chandigarh,High
1135,Damaged Product,Chandigarh,Low
1136,Missing Item,Delhi,Medium
1137,Damaged Product,Delhi,High
1138,Damaged Product,Mumbai,High
1139,Late Delivery,Chandigarh,Low
1140,Missing Item,Pune,Low
1141,Missing Item,Bangalore,High
1142,Damaged Product,Pune,High
1143,Wrong Item,Pune,High
1144,Late Delivery,Chandigarh,Low
1145,Wrong Item,Delhi,Low
1146,Damaged Product,Bangalore,High
1147,Missing Item,Pune,Medium
1148,Missing Item,Pune,High
1149,Wrong Item,Pune,Low
1150,Late Delivery,Bangalore,Medium
1151,Missing Item,Bangalore,High
1152,Damaged Product,Delhi,Low
1153,Late Delivery,Bangalore,Medium
1154,Late Delivery,Bangalore,Medium
1155,Wrong Item,Mumbai,High
1156,Damaged Product,Delhi,Medium
1157,Missing Item,Chandigarh,Medium
1158,Damaged Product,Pune,Low
1159,Late Delivery,Mumbai,High
1160,Late Delivery,Mumbai,Medium
1161,Missing Item,Chandigarh,Low
1162,Wrong Item,Pune,High
1163,Late Delivery,Bangalore,High
1164,Missing Item,Bangalore,Medium
1165,Wrong Item,Mumbai,High
1166,Late Delivery,Chandigarh,Medium
1167,Damaged Product,Delhi,Medium
1168,Damaged Product,Bangalore,Medium
1169,Damaged Product,Chandigarh,Medium
1170,Damaged Product,Bangalore,Low
1171,Missing Item,Pune,High
1172,Wrong Item,Chandigarh,High
1173,Damaged Product,Chandigarh,Low
1174,Missing Item,Delhi,Low
1175,Missing Item,Pune,Medium
1176,Damaged Product,Chandigarh,Low
1177,Damaged Product,Mumbai,Low
1178,Missing Item,Mumbai,Low
1179,Wrong Item,Mumbai,High
1180,Wrong Item,Delhi,Medium
1181,Late Delivery,Chandigarh,Medium
1182,Wrong Item,Chandigarh,Low
1183,Wrong Item,Bangalore,Medium
1184,Damaged Product,Delhi,Low
1185,Wrong Item,Delhi,Low
1186,Wrong Item,Mumbai,High
1187,Wrong Item,Bangalore,Medium
1188,Missing Item,Chandigarh,Low
1189,Missing Item,Mumbai,Low
1190,Wrong Item,Chandigarh,Medium
1191,Wrong Item,Chandigarh,High
1192,Late Delivery,Chandigarh,Low
1193,Wrong Item,Bangalore,High
1194,Wrong Item,Chandigarh,Low
1195,Late Delivery,Mumbai,Low
1196,Missing Item,Bangalore,High
1197,Missing Item,Chandigarh,High
1198,Damaged Product,Mumbai,Low
1199,Missing Item,Bangalore,High
1200,Late Delivery,Pune,Low
1201,Missing Item,Bangalore,Low
1202,Wrong Item,Mumbai,Medium
1203,Wrong Item,Chandigarh,High
1204,Damaged Product,Bangalore,Low
1205,Late Delivery,Pune,High
1206,Wrong Item,Delhi,Low
1207,Damaged Product,Delhi,Medium
1208,Damaged Product,Delhi,Medium
1209,Late Delivery,Bangalore,Medium
1210,Damaged Product,Pune,Medium
1211,Damaged Product,Bangalore,Medium
1212,Late Delivery,Mumbai,Medium
1213,Missing Item,Delhi,High
1214,Damaged Product,Mumbai,Low
1215,Damaged Product,Pune,Medium
1216,Damaged Product,Pune,Low
1217,Damaged Product,Mumbai,Low
1218,Wrong Item,Bangalore,High
1219,Missing Item,Bangalore,High
1220,Missing Item,Mumbai,Low
1221,Missing Item,Mumbai,Medium
1222,Late Delivery,Chandigarh,Medium
1223,Late Delivery,Pune,Low
1224,Late Delivery,Chandigarh,Medium
1225,Missing Item,Pune,High
1226,Wrong Item,Mumbai,High
1227,Damaged Product,Pune,Medium
1228,Damaged Product,Chandigarh,High
1229,Missing Item,Delhi,Medium
1230,Wrong Item,Bangalore,Medium
1231,Wrong Item,Pune,High
1232,Missing Item,Delhi,Medium
1233,Missing Item,Delhi,Medium
1234,Wrong Item,Mumbai,Medium
1235,Damaged Product,Chandigarh,Low
1236,Damaged Product,Delhi,Medium
1237,Damaged Product,Bangalore,Low
1238,Late Delivery,Mumbai,Medium
1239,Wrong Item,Mumbai,High
1240,Late Delivery,Mumbai,High
1241,Damaged Product,Bangalore,Low
1242,Damaged Product,Bangalore,High
1243,Damaged Product,Chandigarh,Low
1244,Missing Item,Bangalore,Medium
1245,Damaged Product,Pune,High
1246,Damaged Product,Chandigarh,Low
1247,Damaged Product,Delhi,Low
1248,Wrong Item,Chandigarh,Low
1249,Missing Item,Pune,Low
1250,Damaged Product,Mumbai,Medium
1251,Wrong Item,Bangalore,Low
1252,Late Delivery,Pune,High
1253,Damaged Product,Pune,Low
1254,Wrong Item,Pune,High
1255,Late Delivery,Bangalore,High
1256,Missing Item,Bangalore,High
1257,Damaged Product,Mumbai,Medium
1258,Damaged Product,Pune,High
1259,Damaged Product,Mumbai,Medium
1260,Wrong Item,Bangalore,Low
1261,Missing Item,Mumbai,Low
1262,Wrong Item,Mumbai,High
1263,Wrong Item,Chandigarh,Medium
1264,Late Delivery,Bangalore,Low
1265,Damaged Product,Chandigarh,High
1266,Damaged Product,Chandigarh,High
1267,Wrong Item,Pune,Medium
1268,Wrong Item,Pune,High
1269,Late Delivery,Delhi,High
1270,Late Delivery,Delhi,High
1271,Missing Item,Delhi,Medium
1272,Missing Item,Chandigarh,Low
1273,Missing Item,Mumbai,Low
1274,Late Delivery,Bangalore,High
1275,Late Delivery,Pune,High
1276,Wrong Item,Bangalore,Low
1277,Missing Item,Chandigarh,High
1278,Damaged Product,Delhi,High
1279,Missing Item,Bangalore,High
1280,Wrong Item,Bangalore,Medium
1281,Wrong Item,Bangalore,Medium
1282,Late Delivery,Chandigarh,High
1283,Damaged Product,Chandigarh,Low
1284,Late Delivery,Bangalore,Low
1285,Missing Item,Bangalore,Low
1286,Wrong Item,Delhi,Medium
1287,Missing Item,Chandigarh,Medium
1288,Late Delivery,Pune,Medium
1289,Late Delivery,Chandigarh,Medium
1290,Damaged Product,Pune,High
1291,Damaged Product,Mumbai,Medium
1292,Missing Item,Pune,Low
1293,Late Delivery,Delhi,Low
1294,Wrong Item,Bangalore,Low
1295,Wrong Item,Chandigarh,High
1296,Damaged Product,Delhi,Medium
1297,Missing Item,Mumbai,High
1298,Wrong Item,Delhi,High
1299,Late Delivery,Delhi,Medium
1300,Late Delivery,Mumbai,High
1301,Late Delivery,Chandigarh,Medium
1302,Late Delivery,Bangalore,Medium
1303,Missing Item,Delhi,Medium
1304,Damaged Product,Bangalore,Low
1305,Late Delivery,Chandigarh,Low
1306,Late Delivery,Chandigarh,Low
1307,Late Delivery,Bangalore,Low
1308,Late Delivery,Chandigarh,Medium
1309,Late Delivery,Chandigarh,Medium
1310,Wrong Item,Pune,Low
1311,Late Delivery,Chandigarh,High
1312,Wrong Item,Bangalore,Low
1313,Missing Item,Mumbai,Medium
1314,Late Delivery,Pune,Medium
1315,Damaged Product,Bangalore,High
1316,Wrong Item,Delhi,Low
1317,Missing Item,Delhi,Medium
1318,Late Delivery,Bangalore,Low
1319,Missing Item,Pune,Medium
1320,Damaged Product,Chandigarh,Medium
1321,Damaged Product,Pune,Low
1322,Damaged Product,Bangalore,Low
1323,Damaged Product,Mumbai,Medium
1324,Damaged Product,Mumbai,Low
1325,Late Delivery,Delhi,High
1326,Wrong Item,Pune,Low
1327,Missing Item,Chandigarh,Medium
1328,Wrong Item,Chandigarh,Medium
1329,Wrong Item,Pune,High
1330,Missing Item,Pune,High
1331,Late Delivery,Bangalore,Low
1332,Missing Item,Mumbai,Low
1333,Late Delivery,Mumbai,Low
1334,Late Delivery,Delhi,Low
1335,Damaged Product,Bangalore,Medium
1336,Late Delivery,Mumbai,High
1337,Missing Item,Pune,High
1338,Late Delivery,Chandigarh,Low
1339,Missing Item,Pune,Low
1340,Damaged Product,Pune,Medium
1341,Missing Item,Pune,Low
1342,Late Delivery,Chandigarh,Medium
1343,Late Delivery,Chandigarh,High
1344,Damaged Product,Mumbai,Medium
1345,Late Delivery,Mumbai,Low
1346,Wrong Item,Bangalore,Medium
1347,Damaged Product,Mumbai,High
1348,Late Delivery,Chandigarh,Low
1349,Damaged Product,Pune,Low
1350,Wrong Item,Pune,Low
1351,Wrong Item,Mumbai,Medium
1352,Damaged Product,Pune,Low
1353,Late Delivery,Pune,Low
1354,Missing Item,Pune,Medium
1355,Wrong Item,Pune,Low
1356,Missing Item,Pune,Medium
1357,Missing Item,Bangalore,Low
1358,Wrong Item,Delhi,Low
1359,Wrong Item,Chandigarh,Low
1360,Late Delivery,Mumbai,High
1361,Damaged Product,Delhi,Medium
1362,Late Delivery,Chandigarh,Low
1363,Wrong Item,Delhi,Medium
1364,Missing Item,Bangalore,Low
1365,Damaged Product,Bangalore,Medium
1366,Damaged Product,Chandigarh,Low
1367,Late Delivery,Pune,High
1368,Wrong Item,Delhi,Medium
1369,Damaged Product,Pune,Medium
1370,Wrong Item,Pune,High
1371,Late Delivery,Delhi,Medium
1372,Damaged Product,Mumbai,High
1373,Wrong Item,Bangalore,High
1374,Late Delivery,Pune,High
1375,Missing Item,Bangalore,High
1376,Late Delivery,Pune,Low
1377,Damaged Product,Mumbai,High
1378,Damaged Product,Delhi,High
1379,Missing Item,Chandigarh,Low
1380,Missing Item,Delhi,Low
1381,Wrong Item,Bangalore,Low
1382,Wrong Item,Pune,Medium
1383,Missing Item,Mumbai,Medium
1384,Missing Item,Bangalore,Low
1385,Missing Item,Pune,Medium
1386,Late Delivery,Delhi,Low
1387,Late Delivery,Chandigarh,Medium
1388,Late Delivery,Chandigarh,High
1389,Damaged Product,Delhi,Medium
1390,Late Delivery,Chandigarh,Low
1391,Wrong Item,Bangalore,Medium
1392,Damaged Product,Bangalore,Medium
1393,Damaged Product,Delhi,Low
1394,Wrong Item,Mumbai,High
1395,Wrong Item,Pune,Low
1396,Missing Item,Pune,High
1397,Missing Item,Chandigarh,Medium
1398,Late Delivery,Pune,Low
1399,Late Delivery,Mumbai,High
1400,Wrong Item,Pune,High
1401,Missing Item,Delhi,High
1402,Wrong Item,Chandigarh,Low
1403,Missing Item,Pune,Medium
1404,Damaged Product,Pune,Medium
1405,Wrong Item,Chandigarh,Medium
1406,Wrong Item,Bangalore,Medium
1407,Late Delivery,Bangalore,Low
1408,Wrong Item,Pune,High
1409,Late Delivery,Pune,Low
1410,Damaged Product,Pune,Medium
1411,Wrong Item,Pune,Low
1412,Damaged Product,Mumbai,High
1413,Missing Item,Bangalore,Medium
1414,Late Delivery,Chandigarh,Low
1415,Wrong Item,Chandigarh,Medium
1416,Missing Item,Mumbai,High
1417,Late Delivery,Delhi,Low
1418,Damaged Product,Delhi,High
1419,Late Delivery,Pune,High
1420,Late Delivery,Mumbai,Medium
1421,Missing Item,Chandigarh,Medium
1422,Wrong Item,Chandigarh,Medium
1423,Late Delivery,Mumbai,Low
1424,Missing Item,Bangalore,High
1425,Wrong Item,Mumbai,High
1426,Late Delivery,Delhi,Medium
1427,Missing Item,Bangalore,Low
1428,Late Delivery,Chandigarh,High
1429,Wrong Item,Chandigarh,Medium
1430,Late Delivery,Delhi,Medium
1431,Missing Item,Chandigarh,Low
1432,Missing Item,Mumbai,High
1433,Missing Item,Pune,Medium
1434,Late Delivery,Bangalore,Low
1435,Wrong Item,Delhi,Medium
1436,Damaged Product,Delhi,Low
1437,Late Delivery,Mumbai,High
1438,Missing Item,Chandigarh,Medium
1439,Wrong Item,Bangalore,Medium
1440,Wrong Item,Delhi,High
1441,Late Delivery,Bangalore,Medium
1442,Damaged Product,Delhi,Medium
1443,Wrong Item,Bangalore,High
1444,Damaged Product,Pune,Low
1445,Wrong Item,Delhi,Medium
1446,Damaged Product,Bangalore,Medium
1447,Damaged Product,Chandigarh,Medium
1448,Missing Item,Pune,Low
1449,Missing Item,Pune,High
1450,Late Delivery,Delhi,Medium
1451,Missing Item,Bangalore,High
1452,Missing Item,Chandigarh,Low
1453,Wrong Item,Chandigarh,High
1454,Wrong Item,Mumbai,Medium
1455,Late Delivery,Chandigarh,Low
1456,Damaged Product,Mumbai,Medium
1457,Missing Item,Bangalore,High
1458,Late Delivery,Bangalore,Low
1459,Missing Item,Delhi,Medium
1460,Missing Item,Mumbai,Low
1461,Late Delivery,Pune,High
1462,Late Delivery,Delhi,Medium
1463,Damaged Product,Pune,High
1464,Wrong Item,Delhi,Medium
1465,Late Delivery,Chandigarh,High
1466,Damaged Product,Mumbai,Medium
1467,Damaged Product,Pune,Medium
1468,Damaged Product,Bangalore,Medium
1469,Damaged Product,Bangalore,High
1470,Wrong Item,Delhi,Medium
1471,Wrong Item,Mumbai,Low
1472,Damaged Product,Mumbai,Medium
1473,Missing Item,Bangalore,Medium
1474,Wrong Item,Pune,Medium
1475,Late Delivery,Pune,High
1476,Late Delivery,Bangalore,Low
1477,Damaged Product,Bangalore,High
1478,Missing Item,Mumbai,Medium
1479,Late Delivery,Chandigarh,Low
1480,Damaged Product,Delhi,High
1481,Damaged Product,Mumbai,Low
1482,Damaged Product,Bangalore,High
1483,Damaged Product,Delhi,High
1484,Late Delivery,Delhi,Medium
1485,Late Delivery,Bangalore,Low
1486,Missing Item,Chandigarh,High
1487,Wrong Item,Delhi,Medium
1488,Missing Item,Chandigarh,High
1489,Damaged Product,Chandigarh,Medium
1490,Late Delivery,Chandigarh,Low
1491,Missing Item,Mumbai,Low
1492,Wrong Item,Chandigarh,Medium
1493,Damaged Product,Mumbai,Medium
1494,Wrong Item,Delhi,Medium
1495,Late Delivery,Mumbai,Low
1496,Missing Item,Bangalore,High
1497,Missing Item,Mumbai,High
1498,Wrong Item,Mumbai,Low
1499,Late Delivery,Chandigarh,Low
1500,Wrong Item,Delhi,Medium
1501,Wrong Item,Chandigarh,Low
1502,Wrong Item,Bangalore,Medium
1503,Late Delivery,Bangalore,Medium
1504,Wrong Item,Pune,Low
1505,Late Delivery,Chandigarh,Low
1506,Missing Item,Delhi,High
1507,Late Delivery,Mumbai,Medium
1508,Late Delivery,Chandigarh,High
1509,Damaged Product,Chandigarh,High
1510,Missing Item,Delhi,Low
1511,Late Delivery,Delhi,High
1512,Late Delivery,Mumbai,High
1513,Missing Item,Pune,Medium
1514,Damaged Product,Delhi,Medium
1515,Wrong Item,Delhi,High
1516,Damaged Product,Pune,Low
1517,Missing Item,Pune,Medium
1518,Missing Item,Bangalore,Medium
1519,Missing Item,Delhi,Low
1520,Damaged Product,Bangalore,Medium
1521,Damaged Product,Bangalore,Low
1522,Late Delivery,Chandigarh,Low
1523,Damaged Product,Chandigarh,Low
1524,Late Delivery,Bangalore,Medium
1525,Missing Item,Bangalore,Low
1526,Damaged Product,Bangalore,Low
1527,Late Delivery,Mumbai,High
1528,Missing Item,Chandigarh,Low
1529,Damaged Product,Pune,High
1530,Missing Item,Pune,High
1531,Damaged Product,Delhi,Medium
1532,Wrong Item,Delhi,Low
1533,Late Delivery,Bangalore,Low
1534,Missing Item,Bangalore,High
1535,Wrong Item,Pune,Low
1536,Missing Item,Mumbai,Medium
1537,Damaged Product,Pune,Medium
1538,Missing Item,Mumbai,High
1539,Wrong Item,Bangalore,Low
1540,Late Delivery,Bangalore,High
1541,Wrong Item,Mumbai,Medium
1542,Late Delivery,Chandigarh,Low
1543,Missing Item,Mumbai,High
1544,Damaged Product,Pune,Low
1545,Damaged Product,Chandigarh,High
1546,Wrong Item,Chandigarh,High
1547,Late Delivery,Pune,High
1548,Wrong Item,Mumbai,Low
1549,Wrong Item,Pune,High
1550,Damaged Product,Mumbai,High
1551,Late Delivery,Pune,High
1552,Wrong Item,Chandigarh,Low
1553,Wrong Item,Delhi,Medium
1554,Wrong Item,Mumbai,High
1555,Wrong Item,Chandigarh,Medium
1556,Wrong Item,Bangalore,High
1557,Late Delivery,Bangalore,High
1558,Late Delivery,Bangalore,High
1559,Damaged Product,Pune,Low
1560,Missing Item,Chandigarh,Low
1561,Late Delivery,Chandigarh,High
1562,Wrong Item,Mumbai,Low
1563,Missing Item,Pune,High
1564,Wrong Item,Bangalore,Medium
1565,Wrong Item,Chandigarh,Low
1566,Missing Item,Bangalore,High
1567,Missing Item,Delhi,Low
1568,Damaged Product,Bangalore,Medium
1569,Missing Item,Pune,Low
1570,Damaged Product,Pune,High
1571,Late Delivery,Bangalore,High
1572,Missing Item,Pune,Low
1573,Wrong Item,Delhi,Medium
